rut,Conocer,Comprender,Aplicar,Analizar,Evaluar,Crear
415840565c56505e,0.5,0.5333333333333333,0.5,0.4,0.6666666666666666,0.0
415840565c56585a,0.9166666666666666,0.9222222222222223,1.0,0.9,1.0,1.0
415840565c56585d,0.6666666666666666,0.8888888888888888,1.0,0.8,0.6666666666666666,1.0
415840565c575857,0.8333333333333334,0.9777777777777779,1.0,1.0,0.6666666666666666,1.0
415840565d565f5c,0.5,0.4555555555555555,1.0,0.4,0.6666666666666666,0.0
415840565d57585c,0.3333333333333333,0.4555555555555555,0.75,0.4,0.3333333333333333,0.0
415840565d575a5c,0.75,0.7555555555555555,0.75,0.7,1.0,1.0
415840565d575f5e,0.5833333333333334,0.48888888888888893,0.5,0.7,0.16666666666666666,0.0
415840565d585156,1.0,0.9777777777777779,1.0,1.0,1.0,1.0
415840565d585e5e,0.5,0.5111111111111111,0.75,0.4,1.0,1.0
415840565d59515c,1.0,0.9222222222222223,0.75,1.0,0.8333333333333334,1.0
415840565d5e505c,0.6666666666666666,0.8888888888888888,1.0,0.8,0.6666666666666666,1.0
415840565d5e5d5a,0.5,0.4555555555555555,0.5,0.4,0.5,0.0
4158405953585856,0.16666666666666666,0.26666666666666666,0.25,0.2,0.16666666666666666,0.0
415840595a565c58,0.6666666666666666,0.7,0.5,0.6,0.8333333333333334,1.0
415840595a575c57,0.5,0.5888888888888889,0.75,0.6,0.16666666666666666,0.0
415840595a575d56,0.16666666666666666,0.35555555555555557,0.75,0.2,0.6666666666666666,1.0
415840595a575e5e,0.6666666666666666,0.7,1.0,0.6,1.0,1.0
415840595a585958,0.4166666666666667,0.6777777777777777,1.0,0.5,0.6666666666666666,1.0
415840595a585d59,0.3333333333333333,0.6222222222222222,1.0,0.4,0.6666666666666666,1.0
415840595a585d5e,0.25,0.30000000000000004,0.75,0.3,0.3333333333333333,0.0
415840595a595059,0.8333333333333334,0.7333333333333333,0.75,0.8,0.8333333333333334,1.0
415840595a5a5d59,0.6666666666666666,0.6444444444444444,1.0,0.6,0.6666666666666666,0.0
415840595a5c5a57,0.7055555555555555,0.7053571428571429,0.7380952380952381,0.6214285714285713,0.9285714285714286,1.0
415840595a5c5c5d,0.5833333333333334,0.5888888888888889,0.75,0.5,0.6666666666666666,0.0
415840595a5d515c,0.75,0.7,0.75,0.7,0.6666666666666666,0.0
415840595a5d5e5a,0.5833333333333334,0.6444444444444444,0.5,0.7,0.16666666666666666,0.0
415840595a5f5d5b,0.9166666666666666,0.7,1.0,0.9,0.6666666666666666,0.0
415840595a5f5f5a,0.75,0.8111111111111111,1.0,0.7,1.0,1.0
415840595b585857,0.5833333333333334,0.5333333333333333,0.75,0.5,0.6666666666666666,0.0
415840595b5a5a56,0.25,0.4555555555555555,0.75,0.3,0.3333333333333333,0.0
415840595b5a5a59,0.8333333333333334,0.8333333333333334,0.5,0.8,0.8333333333333334,1.0
415840595b5d5d56,0.4166666666666667,0.47777777777777775,0.75,0.3,0.8333333333333334,1.0
415840595b5f5059,0.5833333333333334,0.5888888888888889,0.75,0.5,0.6666666666666666,0.0
415840595b5f5b5d,0.75,0.7555555555555555,0.75,0.7,1.0,1.0
415840595b5f5d57,0.8333333333333334,0.7777777777777778,1.0,0.8,1.0,1.0
4158415259585c5e,0.6666666666666666,0.5444444444444445,0.5,0.6,0.6666666666666666,0.0
41584152595b5c59,0.3333333333333333,0.5666666666666667,0.5,0.4,0.6666666666666666,1.0
41584152595b5d5d,0.6666666666666666,0.6222222222222222,0.75,0.8,0.16666666666666666,0.0
415841525e575f5a,0.4166666666666667,0.6444444444444444,0.75,0.5,0.5,1.0
415841525e5f5c58,0.8333333333333334,0.7777777777777778,0.75,0.8,0.6666666666666666,0.0
415841525e5f5f57,0.8333333333333334,0.8444444444444444,1.0,0.8,1.0,1.0
415841525f575a5e,0.337037037037037,0.5759259259259258,0.5,0.3619047619047619,0.625,0.5
415841525f59505f,0.5,0.5333333333333333,0.5,0.6,0.3333333333333333,0.0
415841525f5e5e5b,0.6666666666666666,0.5888888888888889,0.75,0.6,0.5,0.0
415841575a5b585f,0.6576923076923078,0.631060606060606,1.0,0.5878787878787879,0.9375,0.8888888888888888
415841575a5c5c56,0.8013071895424836,0.7445759368836291,1.0,0.7970370370370371,0.9166666666666666,0.8888888888888888
415841575a5d505e,0.8117647058823529,0.7301446416831033,0.75,0.8033333333333333,0.9375,1.0
415841595d5e505d,0.7685185185185186,0.8078703703703703,1.0,0.7738095238095238,0.75,0.75
4158425558565157,0.5722222222222223,0.40165343915343915,0.7380952380952381,0.45,0.6785714285714286,0.5
4158425558585e58,0.5,0.5888888888888889,1.0,0.6,0.3333333333333333,0.0
4158425558585f5e,0.16666666666666666,0.3111111111111111,0.75,0.2,0.3333333333333333,0.0
4158425558595f56,0.6666666666666666,0.6444444444444444,0.75,0.6,1.0,1.0
41584255585a515c,0.6666666666666666,0.7888888888888889,1.0,0.8,0.6666666666666666,1.0
41584255585a5b5f,0.7518518518518519,0.9150793650793649,0.7380952380952381,0.8952380952380953,0.5535714285714286,0.5
4158425559565b59,0.25,0.30000000000000004,0.5,0.3,0.3333333333333333,0.0
4158425559575056,0.7648148148148148,0.7720238095238096,0.9047619047619048,0.6976190476190477,0.9285714285714286,1.0
415842555959515a,0.5833333333333334,0.5111111111111111,0.75,0.5,0.5,0.0
415842555959515b,0.16666666666666666,0.3888888888888889,1.0,0.2,0.3333333333333333,0.0
41584255595c5856,0.25,0.48888888888888893,0.75,0.3,0.6666666666666666,1.0
41584255595d585f,0.3333333333333333,0.6222222222222222,1.0,0.4,0.6666666666666666,1.0
41584255595d5a5f,0.6666666666666666,0.5666666666666667,0.75,0.6,0.6666666666666666,0.0
41584255595e5856,0.5444444444444445,0.5067460317460317,0.9047619047619048,0.4857142857142857,0.6785714285714286,0.75
41584255595e585f,0.08333333333333333,0.25555555555555554,0.75,0.1,0.3333333333333333,0.0
41584255595e5b5c,0.3333333333333333,0.43333333333333335,0.75,0.2,1.0,1.0
41584255595e5e59,0.5833333333333334,0.5888888888888889,0.75,0.5,0.8333333333333334,1.0
41584255595f5a5d,0.6666666666666666,0.7,1.0,0.6,1.0,1.0
41584255595f5e5e,0.4166666666666667,0.4,0.5,0.3,0.6666666666666666,0.0
415842555c56515b,0.824074074074074,0.8125,1.0,0.7738095238095237,1.0,1.0
415842555c565859,0.8296296296296296,0.9277777777777776,1.0,0.9238095238095239,0.75,1.0
415842555c575057,0.6888888888888889,0.7726190476190475,0.5238095238095238,0.6714285714285715,0.7678571428571428,1.0
415842555c57515a,0.9629629629629631,0.8513888888888891,0.9,0.9523809523809524,0.95,1.0
415842555c57515d,0.6388888888888888,0.6152777777777777,0.9,0.5357142857142857,0.95,1.0
415842555c575a57,0.4185185185185185,0.5259259259259259,0.6666666666666666,0.3952380952380952,0.625,0.75
415842555c585b56,0.8888888888888888,0.888888888888889,1.0,0.8571428571428571,1.0,1.0
415842555c5b505e,0.6944444444444444,0.5939814814814814,0.8333333333333334,0.6071428571428571,0.875,0.75
415842555c5b515a,0.1611111111111111,0.22791895604395604,0.125,0.16428571428571428,0.2,0.06666666666666667
415842555c5b5b5f,0.4148148148148148,0.48095238095238096,0.6904761904761904,0.3190476190476191,0.6428571428571428,0.75
415842555c5c585d,0.6851851851851851,0.6583333333333333,0.7,0.5952380952380951,0.85,1.0
415842555c5c5b56,0.7555555555555555,0.7695767195767195,0.7857142857142857,0.7571428571428571,0.7142857142857143,0.75
415842555c5c5b57,0.7222222222222222,0.7445767195767196,0.9523809523809524,0.7857142857142857,0.4642857142857143,0.5
415842555c5c5d5d,0.6648148148148149,0.6458333333333334,0.8333333333333334,0.569047619047619,0.875,0.75
415842555c5d5a5a,0.6462962962962964,0.7587962962962963,1.0,0.6880952380952382,0.75,1.0
415842555c5d5c59,0.6333333333333333,0.6207671957671957,0.6904761904761904,0.6,0.6428571428571428,0.75
415842555c5d5c5c,0.8592592592592593,0.7621693121693122,0.9523809523809524,0.819047619047619,0.7142857142857143,0.5
415842555c5d5d58,0.75,0.6666666666666666,0.75,0.7,0.6666666666666666,0.0
415842555c5e5a59,0.4574074074074075,0.41673280423280423,0.8095238095238094,0.5166666666666667,0.23214285714285712,0.0
415842555c5e5b5e,0.5601851851851852,0.4973958333333333,1.0,0.546875,0.75,0.7777777777777777
415842555c5e5c5d,0.6592592592592592,0.7623015873015873,0.9047619047619048,0.6333333333333332,0.8035714285714286,1.0
415842555c5e5f5a,0.45185185185185184,0.6825396825396824,0.7857142857142857,0.5809523809523809,0.4642857142857143,0.5
415842555c5e5f5d,0.9722222222222222,0.9791666666666666,1.0,0.9642857142857143,1.0,1.0
415842555c5f5b5c,0.7462962962962962,0.7009920634920634,0.3095238095238095,0.7452380952380951,0.6071428571428571,0.75
415842555d5b515a,0.8629629629629629,0.8593915343915343,0.7857142857142857,0.8238095238095238,0.9642857142857143,1.0
415842555d5b5c56,0.4166666666666667,0.5111111111111111,0.75,0.5,0.3333333333333333,0.0
415842555d5b5c5f,0.9629629629629631,0.9583333333333333,1.0,1.0,0.9166666666666666,1.0
415842555d5d5858,0.9037037037037037,0.7768518518518518,1.0,0.8761904761904763,0.875,0.75
415842555d5e5d5e,0.7388888888888888,0.6046957671957672,0.6428571428571428,0.6642857142857143,0.6071428571428571,0.5
415842555d5f5b56,0.8756613756613756,0.7236394557823129,0.9444444444444445,0.8401360544217686,0.7916666666666666,0.6666666666666666
415842555e565e56,0.8203703703703704,0.8619708994708994,0.8571428571428571,0.8404761904761905,0.7678571428571428,1.0
415842555e575958,0.4722222222222222,0.5972222222222222,1.0,0.4642857142857143,0.75,0.5
415842555e575a5e,0.8314814814814815,0.804563492063492,0.6904761904761904,0.7833333333333333,0.8928571428571428,1.0
415842555e59595b,0.7203703703703703,0.6610449735449735,0.6904761904761904,0.7119047619047619,0.5178571428571428,0.5
415842555e5c5059,0.6666666666666666,0.6111111111111112,1.0,0.6,0.6666666666666666,0.0
415842555e5e505d,0.4166666666666667,0.47777777777777775,0.5,0.3,0.6666666666666666,0.0
415842555e5e5d5a,0.6666666666666666,0.6555555555555556,1.0,0.6,1.0,1.0
415842555f565b57,0.7518518518518519,0.5342592592592593,1.0,0.680952380952381,0.75,0.5
415842555f565b5b,0.7759259259259258,0.8191137566137566,0.9523809523809524,0.7833333333333332,0.8392857142857143,1.0
415842555f57585d,0.6428571428571429,0.6799999999999999,1.0,0.75,0.3333333333333333,0.0
415842555f575c5a,0.8203703703703703,0.8810185185185184,0.8333333333333334,0.8404761904761904,0.875,1.0
415842555f575d59,0.9629629629629629,0.9603174603174603,0.9523809523809524,0.9523809523809523,0.9642857142857143,1.0
415842555f585156,0.8259259259259258,0.8104497354497354,0.7380952380952381,0.7761904761904761,0.9285714285714286,1.0
415842555f585c56,0.9777777777777779,0.9130952380952381,0.9523809523809524,0.9714285714285714,0.8392857142857143,0.75
415842555f585c59,0.5370370370370371,0.5541666666666667,0.7,0.5476190476190477,0.35,0.5
415842555f585d5f,0.8203703703703703,0.8486111111111111,0.8333333333333334,0.769047619047619,1.0,1.0
415842555f585e5c,0.7925925925925926,0.7575396825396826,0.9523809523809524,0.7333333333333334,0.8392857142857143,0.75
415842555f5c5d58,0.7018518518518518,0.6607804232804232,0.9523809523809524,0.8309523809523809,0.4642857142857143,0.25
415842555f5d5d5d,0.5685185185185185,0.49173280423280424,0.6428571428571428,0.44523809523809527,0.6071428571428571,0.5
415842555f5e5156,0.3962962962962963,0.4947089947089947,0.9047619047619048,0.43809523809523815,0.3035714285714286,0.0
415842555f5e5f5a,0.8518518518518517,0.8680555555555557,1.0,0.8095238095238094,1.0,1.0
415842555f5f5d58,0.8888888888888888,0.6418650793650794,0.6428571428571428,0.8571428571428571,0.5714285714285714,0.5
415842555f5f5e5f,0.75,0.675,0.5,0.7,1.0,1.0
415842575a585d58,0.6666666666666666,0.6875,0.8333333333333334,0.625,0.75,0.6666666666666666
415842585c585f5c,0.4166666666666667,0.6000000000000001,0.75,0.5,0.5,1.0
415842585c5a5d5f,0.8333333333333334,0.8333333333333334,0.75,0.8,1.0,1.0
415842585c5b5e5f,0.9166666666666666,0.6222222222222222,0.75,0.9,0.5,0.0
4158425952565f57,0.6666666666666666,0.8666666666666667,1.0,0.8,0.6666666666666666,1.0
4158425952595d5e,0.5,0.7,1.0,0.6,0.6666666666666666,1.0
41584351525a5a57,0.624074074074074,0.6143518518518518,0.9333333333333332,0.588095238095238,0.7,0.75
415843515c575c56,0.898148148148148,0.8125,1.0,0.869047619047619,1.0,1.0
415843515c575d5d,1.0,0.8111111111111111,0.75,1.0,0.6666666666666666,0.0
415843515c5a5a5c,0.5833333333333334,0.6222222222222222,1.0,0.5,1.0,1.0
415843515d575a5d,0.34259259259259256,0.3621031746031746,0.8095238095238094,0.4404761904761904,0.23214285714285712,0.25
41584352595f5d5a,0.8574074074074074,0.8513888888888888,1.0,0.8880952380952382,0.875,1.0
4158435358565857,0.38148148148148153,0.56494708994709,0.9523809523809524,0.41904761904761906,0.4642857142857143,0.25
4158435358565e56,0.16666666666666666,0.17777777777777778,0.25,0.2,0.0,0.0
415843535858585d,0.6870370370370371,0.7950396825396826,0.7857142857142857,0.6690476190476191,0.8392857142857143,1.0
415843535858585f,0.4166666666666667,0.4,1.0,0.3,0.6666666666666666,0.0
41584353585c5e5a,0.6666666666666666,0.7555555555555555,1.0,0.8,0.3333333333333333,0.0
415843535957515d,0.7537037037037038,0.7931878306878307,0.9523809523809524,0.7547619047619049,0.8392857142857143,1.0
415843535e5c585a,0.6574074074074073,0.6998015873015873,0.7380952380952381,0.6309523809523808,0.8035714285714286,1.0
415843535e5d5a57,0.5722222222222223,0.48260582010582004,0.7619047619047619,0.5214285714285715,0.5714285714285714,0.75
415843535e5d5b5c,0.6574074074074073,0.6647486772486771,0.6904761904761904,0.6309523809523808,0.6428571428571428,0.75
415843535e5f5b56,0.6092592592592592,0.4982142857142858,0.6428571428571428,0.49761904761904757,0.8571428571428571,1.0
415843535e5f5b57,0.7925925925925925,0.7564814814814814,1.0,0.8047619047619047,0.875,1.0
41584354535f5b5d,0.6277777777777778,0.5597222222222222,1.0,0.5214285714285715,0.75,0.5
415843545e58515d,0.6777777777777777,0.6907407407407407,0.6666666666666666,0.6571428571428571,0.875,1.0
415844515a565e5d,0.7203703703703703,0.7127645502645502,0.7380952380952381,0.7119047619047619,0.6785714285714286,0.75
415844515b595a59,0.6944444444444444,0.6013888888888889,0.9,0.6071428571428571,0.7,0.5
415844515b5b5956,0.25,0.5444444444444445,0.75,0.3,0.6666666666666666,1.0
415844515b5d585a,0.8814814814814815,0.864021164021164,0.9523809523809524,0.8476190476190476,0.9642857142857143,1.0
415844515b5d585c,0.7166666666666667,0.6121031746031746,0.8095238095238094,0.6357142857142858,0.6071428571428571,0.5
415844515b5d5c59,0.5851851851851851,0.5694444444444445,0.8333333333333334,0.5380952380952381,0.625,0.5
415844515b5d5f5f,0.7629629629629631,0.7394179894179893,0.8095238095238094,0.7666666666666667,0.6071428571428571,0.75
41584452525a5d5b,0.9407407407407408,0.9343915343915343,0.9523809523809524,0.9238095238095239,0.9642857142857143,1.0
41584452525a5f56,0.8962962962962963,0.8129629629629629,1.0,0.8666666666666666,0.75,0.5
41584452525b515e,0.7555555555555555,0.8740740740740739,0.8333333333333334,0.8285714285714285,0.75,1.0
41584452525b5b57,0.8129629629629629,0.824537037037037,0.8333333333333334,0.8309523809523809,0.75,0.75
41584452525c505f,0.8314814814814814,0.838425925925926,1.0,0.7833333333333332,1.0,1.0
41584452525c5c5a,0.9185185185185184,0.8474867724867724,0.9047619047619048,0.8952380952380953,0.8035714285714286,0.75
41584452525d5c5d,0.7203703703703703,0.6860449735449735,0.8571428571428571,0.6404761904761905,0.8928571428571428,1.0
41584452525d5d57,0.8388888888888889,0.9115740740740742,1.0,0.9357142857142857,0.625,0.75
41584452525e585c,0.4537037037037038,0.5680555555555556,0.7,0.4404761904761905,0.6,0.5
41584452525e5c56,0.8851851851851852,0.8768518518518519,0.8333333333333334,0.8523809523809524,1.0,1.0
41584454595e5b5b,0.8851851851851852,0.9555555555555554,1.0,0.9238095238095239,0.875,1.0
415844545f585f5b,0.7925925925925926,0.7761904761904762,0.7380952380952381,0.8047619047619048,0.6785714285714286,0.75
415844565c5e5e5a,0.7148148148148148,0.6854497354497354,0.7380952380952381,0.6333333333333332,0.8035714285714286,0.75
415844565c5f5f5b,0.9500000000000001,0.9458333333333333,1.0,0.9357142857142857,1.0,1.0
415844565f595157,0.7759259259259259,0.6967592592592592,1.0,0.7833333333333333,0.75,0.75
415844565f595c5f,0.8574074074074074,0.8367063492063491,0.9523809523809524,0.8880952380952382,0.7142857142857143,0.75
415844565f5a505c,0.7166666666666667,0.8172619047619047,0.9523809523809524,0.7071428571428572,0.8392857142857143,1.0
415844565f5b5856,0.8611111111111112,0.916335978835979,0.9523809523809524,0.9642857142857143,0.5892857142857143,0.75
415844565f5b5b58,0.6444444444444444,0.7212962962962962,1.0,0.6857142857142857,0.625,0.75
415844565f5b5b5a,0.5703703703703703,0.7390211640211639,0.6190476190476191,0.6619047619047619,0.5892857142857143,0.5
415844565f5c5056,0.8592592592592592,0.8566137566137567,0.9523809523809524,0.8190476190476189,0.9642857142857143,1.0
415844565f5c5f5c,0.5592592592592592,0.5916666666666667,0.8333333333333334,0.5047619047619047,0.75,0.75
415844565f5d505b,0.5944444444444446,0.6746693121693123,0.6190476190476191,0.692857142857143,0.4642857142857143,0.25
415844565f5d5d5a,0.6018518518518517,0.6134259259259259,0.8333333333333334,0.5595238095238095,0.625,0.5
4158445952595859,0.8148148148148148,0.8925925925925925,0.8333333333333334,0.9047619047619048,0.75,1.0
41584459525a5e5e,0.36111111111111105,0.3854166666666667,0.5833333333333334,0.26041666666666663,0.5625,0.27777777777777773
41584553595c505d,0.8055555555555556,0.6588541666666666,0.625,0.65625,0.8854166666666666,0.5555555555555555
415845535e57505a,0.675925925925926,0.7083333333333334,1.0,0.5833333333333334,1.0,1.0
415845535e5d5d5f,0.3222222222222222,0.3191798941798942,0.5952380952380952,0.41428571428571426,0.07142857142857142,0.0
415845535f5a505b,0.8287037037037037,0.8567708333333333,1.0,0.8489583333333333,0.9166666666666666,1.0
415845535f5f505e,0.3888888888888889,0.42341269841269846,0.4047619047619048,0.42857142857142855,0.4285714285714286,0.25
415845555a5e5b5d,0.6981481481481482,0.5710978835978836,0.5714285714285715,0.6119047619047618,0.8035714285714286,0.75
415845555a5f5f5e,0.5314814814814814,0.5482142857142858,0.6428571428571428,0.46904761904761905,0.7321428571428571,1.0
415845575c565857,0.5648148148148149,0.5065476190476191,0.8095238095238094,0.511904761904762,0.4821428571428571,0.5
415845575d575b5b,0.825925925925926,0.7851851851851852,1.0,0.7761904761904762,0.875,0.75
415845575d585e56,0.9074074074074076,0.8125,0.9166666666666666,0.9375,0.8541666666666666,1.0
415845575d585e5a,0.5796296296296296,0.6950396825396825,0.7857142857142857,0.6738095238095239,0.4642857142857143,0.25
415845575d595d58,0.699074074074074,0.6197916666666667,0.9583333333333334,0.6614583333333333,0.8020833333333333,0.7777777777777777
415845575d595e5d,0.7333333333333333,0.728835978835979,0.6190476190476191,0.6571428571428571,0.9642857142857143,1.0
415845575d5b5c58,0.9629629629629631,0.8402777777777778,1.0,0.9523809523809524,1.0,1.0
415845575d5c5156,0.7481481481481481,0.752116402116402,0.7380952380952381,0.7476190476190476,0.6785714285714286,0.75
415845575d5c5b5a,0.4907407407407407,0.6180555555555555,1.0,0.4880952380952381,0.5,0.5
415845575d5d5b57,0.6796296296296296,0.6005952380952381,0.6190476190476191,0.6595238095238095,0.5892857142857143,0.5
415845575d5e5e57,0.9166666666666666,0.8422619047619048,0.9523809523809524,0.9642857142857143,0.7142857142857143,0.75
415845575d5f5f57,0.8259259259259258,0.7256613756613756,0.2619047619047619,0.7761904761904761,0.6964285714285714,0.75
415846515c58505e,0.6712962962962963,0.6614583333333334,0.7916666666666666,0.6927083333333333,0.38541666666666663,0.38888888888888884
415846515c585e5d,0.8101851851851852,0.7890625,1.0,0.828125,0.75,0.7777777777777777
415846515c5a585d,0.8333333333333334,0.8869047619047619,1.0,0.875,0.875,1.0
415846515c5b5c5b,0.7638888888888888,0.8359375,1.0,0.8802083333333334,0.5416666666666666,0.611111111111111
415846515c5c515d,0.736111111111111,0.796875,0.9583333333333334,0.7864583333333333,0.71875,0.8888888888888888
415846515c5c515f,0.5476190476190477,0.427437641723356,0.4444444444444445,0.41836734693877553,0.7916666666666666,0.6666666666666666
415846515c5d515d,0.6990740740740741,0.6354166666666666,0.9583333333333334,0.765625,0.6770833333333333,0.7222222222222222
415846515c5d5d56,0.787037037037037,0.71875,0.9166666666666666,0.84375,0.6875,0.8888888888888888
415846515c5e5b5e,0.8148148148148148,0.8307291666666666,0.9583333333333334,0.7916666666666666,0.96875,1.0
415846515c5f5859,0.8574074074074074,0.8180555555555555,1.0,0.8880952380952382,0.875,1.0
415846515f575d5f,0.4270833333333333,0.5833333333333334,0.6666666666666666,0.2738095238095238,0.875,0.6666666666666666
415846515f58515f,0.6712962962962963,0.6614583333333333,0.9583333333333334,0.671875,0.8020833333333333,0.8888888888888888
415846515f595856,0.9120370370370369,0.8515625,1.0,0.9010416666666666,1.0,1.0
415846515f595859,0.7916666666666666,0.6328125,0.9166666666666666,0.6822916666666666,0.6875,0.4444444444444444
415846515f5a5b5c,0.31851851851851853,0.408068783068783,0.5952380952380952,0.26666666666666666,0.4464285714285714,0.25
415846515f5a5c5b,0.6203703703703703,0.6666666666666666,0.9166666666666666,0.5104166666666666,0.8125,0.5
415846515f5a5e56,0.8564814814814815,0.7526041666666667,0.6666666666666666,0.8802083333333334,0.8333333333333333,0.8888888888888888
415846515f5b5e5e,0.7361111111111112,0.7343750000000001,0.9583333333333334,0.7447916666666666,0.8020833333333333,0.8888888888888888
415846515f5c5c59,0.825925925925926,0.8447089947089945,0.7380952380952381,0.8476190476190476,0.8035714285714286,1.0
415846515f5d5b59,0.6979166666666667,0.7944444444444444,1.0,0.7261904761904763,0.875,1.0
415846515f5d5f5b,0.824074074074074,0.7005208333333334,0.625,0.6770833333333333,0.8854166666666666,0.5555555555555555
415846515f5e5b59,0.9120370370370369,0.75,0.875,0.9010416666666666,0.7395833333333333,0.7777777777777777
415846515f5f505b,0.5537037037037036,0.5736111111111112,0.6666666666666666,0.49761904761904757,0.875,1.0
415846515f5f585b,0.3055555555555556,0.30284391534391536,0.6428571428571428,0.17857142857142858,0.4821428571428571,0.5
4158465252565958,0.6775,0.8546056884292179,0.9166666666666666,0.784375,0.7,1.0
4158465252565e57,0.8216666666666667,0.7293363499245852,0.9166666666666666,0.7020833333333334,0.9,0.7444444444444445
415846525257595b,0.8611111111111112,0.7628472222222222,0.8888888888888888,0.8214285714285714,0.9333333333333333,1.0
4158465252575e56,0.7008333333333334,0.7261419952596423,0.5416666666666666,0.7010416666666667,0.7333333333333333,0.7555555555555555
4158465252575f57,0.6866666666666668,0.7345507433742728,0.5416666666666666,0.6833333333333333,0.8,0.8666666666666667
4158465252585a5c,0.4861111111111111,0.4029819139194139,0.375,0.3678571428571429,0.6666666666666666,0.3444444444444444
4158465252595c5c,0.8018518518518518,0.7166666666666666,1.0,0.6595238095238096,0.9333333333333332,0.6888888888888888
4158465252595e5f,0.7491666666666668,0.6400937297996121,0.8333333333333334,0.6739583333333334,0.7666666666666666,0.41111111111111115
41584652525a5a5d,0.9120370370370369,0.9036458333333333,1.0,0.9427083333333333,0.9166666666666666,1.0
41584652525a5c59,0.6558333333333333,0.713623141564318,0.9166666666666666,0.7322916666666666,0.6333333333333333,0.8222222222222223
41584652525a5c5b,0.8541666666666667,0.7298696401637578,0.7916666666666666,0.7927083333333333,0.8333333333333334,0.7666666666666666
41584652525a5c5f,0.7518518518518519,0.8399305555555555,0.6666666666666666,0.8238095238095238,0.7333333333333333,0.8888888888888888
41584652525a5f5e,0.7466666666666666,0.7687499999999999,0.3333333333333333,0.6833333333333332,1.0,1.0
41584652525b5c5d,0.662962962962963,0.7166666666666667,1.0,0.5952380952380952,0.8,0.7333333333333334
41584652525c5057,0.7733333333333333,0.7406916612798965,0.75,0.6666666666666666,0.9333333333333332,0.7555555555555555
41584652525d5056,0.9125,0.880656108597285,0.75,0.890625,1.0,1.0
41584652525d5157,0.6533333333333333,0.5333333333333334,0.3333333333333333,0.5666666666666667,0.8333333333333333,0.6666666666666666
41584652525d5859,0.7611111111111111,0.7147893772893774,0.875,0.7357142857142857,0.8666666666666668,0.7111111111111112
